iter	Logloss
119	0.5387583632
120	0.5382798956
121	0.5372697601
122	0.5366078881
123	0.5355235824
124	0.534888108
125	0.5340221506
126	0.5328108283
127	0.5315626539
128	0.5308223871
129	0.5301622354
130	0.529048474
131	0.5285528596
132	0.5280280113
133	0.5273165776
134	0.526196002
135	0.5253963892
136	0.5246816305
137	0.5239928062
138	0.5232432072
139	0.5221835283
140	0.5218286899
141	0.5209929356
142	0.5201607924
143	0.5198156485
144	0.5186611166
145	0.5176847825
146	0.5169973364
147	0.5154711338
148	0.5147680099
149	0.5139194745
150	0.5129187657
151	0.5120033961
152	0.5109844226
153	0.5100909719
154	0.5094808523
155	0.508832981
156	0.5076153333
157	0.5070184359
158	0.5060118813
159	0.5052200537
160	0.504158263
161	0.5031357013
162	0.5023847186
163	0.5016609678
164	0.5008889831
165	0.4998936708
166	0.4991659999
167	0.4980890549
168	0.497411561
169	0.4967758426
170	0.496143121
171	0.4948882892
172	0.4940613783
173	0.4932552539
174	0.49195313
175	0.4912857588
176	0.4904022198
177	0.4896953005
178	0.48847806
179	0.4877137294
180	0.487122002
181	0.486405015
182	0.4852584793
183	0.4845223308
184	0.4838227455
185	0.4831206689
186	0.4820063866
187	0.4810025591
188	0.4801628727
189	0.4793980736
190	0.4786473522
191	0.4778448453
192	0.4772117514
193	0.4764782172
194	0.4756984179
195	0.4752536352
196	0.474796938
197	0.4741309643
198	0.4734592245
199	0.472828048
200	0.4720258539
201	0.4710055535
202	0.4704166403
203	0.4697508023
204	0.468588984
205	0.4678281757
206	0.4671256579
207	0.466270345
208	0.4655494323
209	0.464832902
210	0.4639242787
211	0.4632074925
212	0.4625359398
213	0.4619129749
214	0.4610383648
215	0.4600324869
216	0.4589373057
217	0.4581847576
218	0.4573024814
219	0.4565324343
220	0.4558515842
221	0.4552491087
222	0.4547565928
223	0.454380979
224	0.4534892779
225	0.4528041115
226	0.4522211368
227	0.4510509473
228	0.4502303252
229	0.4494190519
230	0.4489356674
231	0.4479934527
232	0.4468172303
233	0.4461568805
234	0.4458248294
235	0.445157693
236	0.4445877396
237	0.4439546328
238	0.4435021822
239	0.442876814
240	0.4419356695
241	0.4411731867
242	0.440642267
243	0.4402081159
244	0.4394543263
245	0.438767435
246	0.4379636343
247	0.4374327916
248	0.4371365254
249	0.4368669253
250	0.4362509948
251	0.4350326373
252	0.4341174492
253	0.4335953126
254	0.4331873252
255	0.4325604127
256	0.43189751
257	0.4312350457
258	0.4308258754
259	0.4301487226
260	0.4295248252
261	0.4287580233
262	0.4283250075
263	0.4275761494
264	0.4270516414
265	0.4266602718
266	0.4257295939
267	0.4247320414
268	0.4244682074
269	0.4239322717
270	0.4232591867
271	0.4228055807
272	0.4217068544
273	0.4207993306
274	0.4203700763
275	0.4196838636
276	0.4195010644
277	0.4187758244
278	0.4183686055
279	0.4176592992
280	0.4167605437
281	0.4162640993
282	0.4155187222
283	0.4151132694
284	0.4144271319
285	0.4134754786
286	0.4131423217
287	0.4122567892
288	0.4116955482
289	0.4111063939
290	0.4103098356
291	0.409564695
292	0.4090991314
293	0.4086926607
294	0.4082667718
295	0.4077296881
296	0.4073007125
297	0.4067315615
298	0.4062502934
299	0.4060027343
300	0.4056318283
301	0.4052624391
302	0.4049533826
303	0.4045543432
304	0.4039825384
305	0.4031782774
306	0.4026097004
307	0.4020428658
308	0.4013250699
309	0.400383544
310	0.3998478798
311	0.3995829857
312	0.3989714733
313	0.3986041124
314	0.3980955252
315	0.39738159
316	0.3969479909
317	0.3963553722
318	0.3958101034
319	0.3952555711
320	0.3949557946
321	0.3942138177
322	0.3935855976
323	0.3932146403
324	0.3928218676
325	0.3922981446
326	0.3916605197
327	0.3915267926
328	0.3911110419
329	0.3906544392
330	0.3903105644
331	0.3896688535
332	0.3893194034
333	0.389121173
334	0.3886016644
335	0.3881084387
336	0.3873333711
337	0.3867349863
338	0.3860767254
339	0.3851789034
340	0.384786151
341	0.3844798675
342	0.38382042
343	0.3834329312
344	0.3829189942
345	0.3826529466
346	0.3821998211
347	0.381784573
348	0.3814854787
349	0.3807821842
350	0.3802571425
351	0.380148607
352	0.3798275122
353	0.3794154149
354	0.3790390088
355	0.3785363014
356	0.3779480586
357	0.3774161541
358	0.3769108075
359	0.3764214222
360	0.3756490414
361	0.375088114
362	0.3745640094
363	0.374190391
364	0.3737819983
365	0.3734270829
366	0.3728952628
367	0.3726202891
368	0.3720741125
369	0.3717378818
370	0.3712425966
371	0.3707629919
372	0.3702266877
373	0.3698977525
374	0.3693065368
375	0.3688417471
376	0.3683296185
377	0.3677642052
378	0.367548695
379	0.3671441225
380	0.3665016468
381	0.3660924215
382	0.3655182325
383	0.3651993403
384	0.3645690845
385	0.3640908975
386	0.3634916452
387	0.3631301935
388	0.3626404029
389	0.3622439696
390	0.3619168043
391	0.3615748479
392	0.361307643
393	0.3609198167
394	0.3604618549
395	0.3600707072
396	0.3595984184
397	0.3592432572
398	0.3587419712
399	0.3584624474
400	0.3581678427
401	0.3575315365
402	0.3569596272
403	0.3564910907
404	0.35616056
405	0.3557970671
406	0.3552522733
407	0.35477431
408	0.3542251128
409	0.3539036292
410	0.353413083
411	0.3530837628
412	0.3526714307
413	0.3523025824
414	0.3519765359
415	0.3514402059
416	0.3509389034
417	0.3503226885
418	0.3500600503
419	0.3496381191
420	0.3491286901
421	0.3489281599
422	0.3482828819
423	0.3479434655
424	0.3474220844
425	0.3471112508
426	0.3470248497
427	0.3463046606
428	0.3459547556
429	0.3453102699
430	0.3445829098
431	0.3439381104
432	0.3434348748
433	0.3431007092
434	0.3426866421
435	0.3422099847
436	0.3419212836
437	0.34165665
438	0.3414423649
439	0.3413139618
440	0.3408012885
441	0.3404841441
442	0.3398695616
443	0.3395041906
444	0.3389933935
445	0.3384184911
446	0.3379630877
447	0.3374617852
448	0.3372047278
449	0.3367082614
450	0.3362394223
451	0.335909009
452	0.3356233157
453	0.3352231668
454	0.3348142477
455	0.3343608049
456	0.3337778972
457	0.3334027107
458	0.3328994568
459	0.3326660872
460	0.3323577973
461	0.3319415404
462	0.3315758852
463	0.331268703
464	0.3309314985
465	0.3305141816
466	0.3296298229
467	0.3291943367
468	0.3289545389
469	0.3285528972
470	0.3283818997
471	0.3281432427
472	0.3280532965
473	0.3277187641
474	0.3274356659
475	0.3270080566
476	0.3268672154
477	0.3265491907
478	0.3260688488
479	0.3258128735
480	0.3252199026
481	0.3248435809
482	0.3244537775
483	0.3240225352
484	0.3237593596
485	0.3233367333
486	0.3231675772
487	0.3230051242
488	0.322561585
489	0.3223227794
490	0.3219795062
491	0.3216934241
492	0.3214801128
493	0.3211890771
494	0.3206827641
495	0.3205104039
496	0.3199422928
497	0.3198431253
498	0.3194779249
499	0.3192054052
500	0.3188096835
501	0.3186503759
502	0.3183899476
503	0.318135742
504	0.3176719335
505	0.3171316752
506	0.3169627832
507	0.3167063218
508	0.3163445418
509	0.3161188584
510	0.3157435527
511	0.3154278865
512	0.3149928717
513	0.3146876115
514	0.3143851592
515	0.3141467791
516	0.3137655001
517	0.313546366
518	0.3132950049
519	0.3129230224
520	0.3126849468
521	0.312398949
522	0.312313001
523	0.3121596153
524	0.3117929532
525	0.311551802
526	0.3112069258
527	0.3109564103
528	0.310533729
529	0.3099443766
530	0.3096195221
531	0.3091832638
532	0.3090299368
533	0.3086679147
534	0.3083186626
535	0.3080231997
536	0.3076211948
537	0.3072777033
538	0.3069718159
539	0.3067591539
540	0.3063629572
541	0.3061051956
542	0.305743179
543	0.3051106215
544	0.3048369995
545	0.3045567898
546	0.3041847541
547	0.3038513202
548	0.3034789012
549	0.3031044703
550	0.3027765714
551	0.3022611398
552	0.301943823
553	0.3017540051
554	0.3013859419
555	0.3011093195
556	0.3010420873
557	0.3009197914
558	0.3006886647
559	0.3004116627
560	0.299926004
561	0.2996636849
562	0.2995141891
563	0.2989920506
564	0.298340968
565	0.2980697412
566	0.2979059256
567	0.2975694986
568	0.2972319475
569	0.2969662795
570	0.2964451515
571	0.2961691361
572	0.2958010435
573	0.2956269264
574	0.2954968306
575	0.295351784
576	0.2950470044
577	0.294700032
578	0.2943037693
579	0.293976925
580	0.293635383
581	0.2932696783
582	0.2930898611
583	0.292802431
584	0.2925975543
585	0.2922675298
586	0.29189017
587	0.2914847741
588	0.2911147906
589	0.2906076688
590	0.2902681131
591	0.2898643053
592	0.2895990243
593	0.2893279571
594	0.2890864115
595	0.2888897602
596	0.2885969529
597	0.2881829922
598	0.2879236515
599	0.2876966715
600	0.2872044233
601	0.2869469679
602	0.2866202941
603	0.2862518017
604	0.2856465596
605	0.2853772622
606	0.285205997
607	0.2850644955
608	0.2846540616
609	0.2843919167
610	0.28414159
611	0.2837510861
612	0.2834984706
613	0.2833115669
614	0.2828868297
615	0.2825609831
616	0.2823542026
617	0.2821530415
618	0.2818408673
619	0.2818303952
620	0.2817484489
621	0.281498014
622	0.2810319405
623	0.2808638756
624	0.2806423517
625	0.2802876436
626	0.2798963473
627	0.2795776532
628	0.2793935061
629	0.2791255584
630	0.2789198802
631	0.2785253892
632	0.278310132
633	0.2779547049
634	0.2775729399
635	0.2772974583
636	0.2770595679
637	0.2768928179
638	0.276724786
639	0.2764720091
640	0.2758937065
641	0.2757478824
642	0.2753939335
643	0.2749394527
644	0.2746929114
645	0.2744648823
646	0.2740533627
647	0.2738883257
648	0.2734665045
649	0.2733095664
650	0.2730150094
651	0.2728163224
652	0.2726325237
653	0.2724135069
654	0.272000509
655	0.2715284531
656	0.2712420647
657	0.2710357703
658	0.2708561274
659	0.2705932581
660	0.2700946661
661	0.269738289
662	0.2692990578
663	0.2691193819
664	0.2688995086
665	0.2688566355
666	0.2687586821
667	0.2685613614
668	0.2684723836
669	0.2683002985
670	0.2679555489
671	0.2675846393
672	0.2672516181
673	0.2670949349
674	0.266788026
675	0.2665609616
676	0.2663259708
677	0.2660709968
678	0.2658266966
679	0.2657267791
680	0.2654246495
681	0.2651627779
682	0.2650251664
683	0.2644865586
684	0.2640899493
685	0.2637577882
686	0.2635865156
687	0.2631584901
688	0.2630040591
689	0.2627826654
690	0.262717093
691	0.26260358
692	0.262328368
693	0.2622077795
694	0.2618559856
695	0.261610939
696	0.2613942825
697	0.2611132163
698	0.2609403152
699	0.2607972677
700	0.2602346017
701	0.2600760992
702	0.2596766857
703	0.259430944
704	0.2590926941
705	0.2587207831
706	0.2584236769
707	0.2581813739
708	0.2580534605
709	0.2576983342
710	0.2575295962
711	0.2573588848
712	0.2572325523
713	0.2568787905
714	0.2565598818
715	0.2563081228
716	0.2559584508
717	0.255788418
718	0.2554968871
719	0.2552802416
720	0.2551056312
721	0.2548986252
722	0.2547134216
723	0.2543847194
724	0.2542234127
725	0.2540197813
726	0.2538529469
727	0.2534645888
728	0.2532317895
729	0.2531076615
730	0.2528418394
731	0.2526658315
732	0.2523696423
733	0.2521895299
734	0.2520083281
735	0.2518699793
736	0.251651984
737	0.2515019453
738	0.2513398391
739	0.2510364312
740	0.2508101573
741	0.2503899428
742	0.2503288342
743	0.2501783041
744	0.2498792905
745	0.2497798883
746	0.2495305832
747	0.2492408386
748	0.2489369502
749	0.2486982272
750	0.2484632125
751	0.2481069271
752	0.2480038093
753	0.2477144205
754	0.2475743477
755	0.2474208722
756	0.2471300895
757	0.246765034
758	0.2463364491
759	0.2461650115
760	0.2460282399
761	0.2458986246
762	0.2456367933
763	0.245348725
764	0.24524067
765	0.2451257449
766	0.2448423459
767	0.2446788568
768	0.2445018108
769	0.244321482
770	0.2440136469
771	0.243789273
772	0.2434327896
773	0.2430324848
774	0.2428616414
775	0.2426450876
776	0.2425155383
777	0.24238052
778	0.2422091447
779	0.2420712728
780	0.2418783261
781	0.2416727946
782	0.2414266513
783	0.2411757102
784	0.2410954439
785	0.2408949192
786	0.2407932575
787	0.2403886612
788	0.2400533639
789	0.2397201685
790	0.2393291767
791	0.2390982628
792	0.2389658378
793	0.2388316521
794	0.2386338051
795	0.2384774355
796	0.2383831171
797	0.2382307419
798	0.2381530542
799	0.2379696222
800	0.2377208123
801	0.2376056561
802	0.2374450977
803	0.2372469609
804	0.2370273517
805	0.2365944936
806	0.2365638403
807	0.2363406365
808	0.2360670567
809	0.2359407278
810	0.2355704418
811	0.2351181911
812	0.2347022827
813	0.2345145299
814	0.2342867705
815	0.234059939
816	0.2338181349
817	0.2335935739
818	0.2334817263
819	0.2332806074
820	0.2330514284
821	0.2328363969
822	0.2325311624
823	0.2323953739
824	0.2322917645
825	0.2319880632
826	0.2318862402
827	0.2317090071
828	0.2315330872
829	0.2311590158
830	0.2308361053
831	0.2306451431
832	0.230444457
833	0.2302806011
834	0.2300290585
835	0.2296588714
836	0.2295121266
837	0.229446998
838	0.2292817152
839	0.2291250009
840	0.2289548434
841	0.2288395515
842	0.2286551292
843	0.2283844801
844	0.2279647864
845	0.2277383621
846	0.2275249188
847	0.2274041102
848	0.2271877179
849	0.2270423339
850	0.2266988131
851	0.2264196139
852	0.2261703051
853	0.2259832456
854	0.2257871921
855	0.2256460813
856	0.2254377769
857	0.2252466789
858	0.2250058174
859	0.224814393
860	0.2248021383
861	0.2245574841
862	0.2244761284
863	0.2243362427
864	0.2241876492
865	0.2240124666
866	0.2238722398
867	0.2237291153
868	0.2236489296
869	0.2232091427
870	0.2231563055
871	0.2230297786
872	0.2227963741
873	0.2226929555
874	0.2225434047
875	0.2223066733
876	0.2220665345
877	0.2219248038
878	0.2218191734
879	0.221678367
880	0.2215328217
881	0.2213761953
882	0.2211139826
883	0.2209016066
884	0.2206509847
885	0.2204024645
886	0.2202366425
887	0.2200801886
888	0.2196696098
889	0.2195204111
890	0.2192312938
891	0.2190485367
892	0.2187414683
893	0.2186140207
894	0.2183832132
895	0.2180405067
896	0.2178191038
897	0.2175728064
898	0.2173645643
899	0.217093431
900	0.2169615122
901	0.2167770386
902	0.216564747
903	0.2163176206
904	0.2160013566
905	0.2158363232
906	0.2155547802
907	0.2153561409
908	0.2152141424
909	0.2150689895
910	0.2148899188
911	0.2147247571
912	0.2144657502
913	0.2142866611
914	0.2138919207
915	0.2136919498
916	0.2136428283
917	0.2135219281
918	0.2134463897
919	0.2133154722
920	0.2131053264
921	0.2130004186
922	0.2126349009
923	0.2124214723
924	0.2122155446
925	0.2119808931
926	0.2118336568
927	0.2116651792
928	0.2114245928
929	0.2111276553
930	0.2109563351
931	0.2106964331
932	0.2105432767
933	0.2101957871
934	0.2101252593
935	0.2099473073
936	0.2097492621
937	0.2095339775
938	0.2093696301
939	0.209155013
940	0.2090248731
941	0.2087916778
942	0.2086772112
943	0.2085704253
944	0.2084188425
945	0.2083357848
946	0.2082206653
947	0.2080446977
948	0.2077801044
949	0.2075654433
950	0.2074127234
951	0.2072553671
952	0.2071077237
953	0.2069758158
954	0.206929581
955	0.2067966608
956	0.2067119378
957	0.2066266353
958	0.2064582641
959	0.2063589279
960	0.2061836866
961	0.2060443181
962	0.2059018208
963	0.2056274084
964	0.2054655992
965	0.20538658
966	0.2051998065
967	0.2050964319
968	0.2047383052
969	0.204629733
970	0.2044631334
971	0.2042639292
972	0.2039933315
973	0.2038464179
974	0.2037019766
975	0.2034638625
976	0.2033920655
977	0.2033120999
978	0.2031490619
979	0.2030215777
980	0.2027975339
981	0.2025783539
982	0.2023412374
983	0.2020821388
984	0.2019777481
985	0.2018622618
986	0.2017365272
987	0.2015941767
988	0.2012349642
989	0.2010093249
990	0.2009356976
991	0.2006932662
992	0.2005270554
993	0.2003728133
994	0.2003555114
995	0.2002484542
996	0.2001044934
997	0.1999792979
998	0.1996939256
999	0.1993922857
